shortener,prolonger,n,seed,L,abs_L_over_n,L_times_logn_over_n,P_size,sum_inv_p,max_p_in_B,num_primes_in_B,sum_omega,log_log_n,ratio_to_loglog,wall_seconds
S_carrier_snipe,P_random,10000,8,3547,0.3547,3.2669077299399523,1774,2.3705099858398975,9973,877,3238,2.2203268063678463,1.0676401235355666,0.01986716699320823
S_carrier_snipe,P_random,10000,9,3529,0.3529,3.2503291172703954,1765,2.3584095166145564,9973,862,3237,2.2203268063678463,1.0621902639965848,0.018628042002092116
S_carrier_snipe,P_random,100000,0,34628,0.34628,3.9866958300098907,17314,2.610390633152754,99991,6767,34607,2.443470357682056,1.0683127892040578,0.4202424999966752
S_carrier_snipe,P_random,100000,1,34450,0.3445,3.966202822682244,17225,2.6042330093034773,99991,6627,34419,2.443470357682056,1.0657927570580088,0.42529225000180304
S_carrier_snipe,P_random,100000,2,34396,0.34396,3.95998584293116,17198,2.606958296869715,99991,6673,34363,2.443470357682056,1.0669080918758305,0.4215387909935089
S_carrier_snipe,P_random,100000,3,34388,0.34388,3.959064808893962,17194,2.6079989547450237,99991,6717,34213,2.443470357682056,1.0673339852663668,0.4161600420047762
S_carrier_snipe,P_random,100000,4,21349,0.21349,2.457894457516494,10675,1.516685748888275,99991,7220,15148,2.443470357682056,0.6207096984499724,0.9723616670089541
S_carrier_snipe,P_random,100000,5,34431,0.34431,3.964015366843899,17216,2.605525978326259,99991,6663,34311,2.443470357682056,1.0663219097930592,0.43037695898965467
S_carrier_snipe,P_random,100000,6,33409,0.33409,3.8463532685919035,16705,2.609073903794357,99991,6748,32961,2.443470357682056,1.0677739124567884,0.40254608300165273
S_carrier_snipe,P_random,100000,7,34308,0.34308,3.9498544685219863,17154,2.604505006351058,99991,6664,34193,2.443470357682056,1.065904072935742,0.40665683399129193
S_carrier_snipe,P_random,100000,8,34274,0.34274,3.945940073863896,17137,2.6080107280015716,99991,6743,34062,2.443470357682056,1.0673388035186164,0.41698354099935386
S_carrier_snipe,P_random,100000,9,23604,0.23604,2.717510926751573,11802,1.738525332031906,99991,7255,17961,2.443470357682056,0.7114984335971727,0.8357967500051018
